 
 
 ! The solution file is: SaveSims\iecoal1
 
 ! Variable psave # price of savings in region r #
 ! Variable psave(REG) of size 9
 
 USA         ,-2.53228092E-04,
 EU27        ,-1.79713388E-05,
 EEFSU       , 4.67301637E-04,
 JPN         ,-1.82742690E-04,
 RoA1        , 1.80952979E-04,
 EEx         , 3.40913131E-04,
 CHN         ,-1.71076936E-05,
 IND         ,-3.59532460E-05,
 ROW         , 2.13090316E-05,
 
 
 ! Variable qsave # regional demand for NET savings #
 ! Variable qsave(REG) of size 9
 
 USA         ,-2.57573789E-04,
 EU27        ,-3.94423159E-06,
 EEFSU       , 7.01109180E-04,
 JPN         ,-7.17233779E-05,
 RoA1        , 2.85016693E-04,
 EEx         , 6.84262137E-04,
 CHN         ,-1.20459163E-05,
 IND         ,-9.65940053E-05,
 ROW         , 6.48808418E-05,
 
 
 ! Variable pgd # price of domestic i in government consumption in s #
 ! Variable pgd(TRAD_COMM:REG) of size 8x9
 
 pgd(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfm(%1:%2:"CHN") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfm(TRAD_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfm(%1:%2:"IND") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfm(TRAD_COMM:PROD_COMM:"IND"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tfm(%1:%2:"ROW") with %1 in TRAD_COMM and %2 in PROD_COMM. +++++
 tfm(TRAD_COMM:PROD_COMM:"ROW"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 
 ! Variable pmes # market price of sluggish endowment i used by j in r #
 ! Variable pmes(ENDWS_COMM:PROD_COMM:REG) of size 2x9x9
 
 ! (This array is shown as 9 matrices - each of size 2x9.)
 
 ! The matrix pmes(%1:%2:"USA")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"USA"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        , 1.42504228E-03,-0.29105803    , 4.03563604E-02, 0.28062105    , 1.57530997E-02,-2.80203251E-03, 2.33741142E-04, 2.41026515E-04,-1.70113496E-03,
 NatRes      ,-3.09631880E-02,-0.26919720    ,-2.64395052E-03, 0.13098431    ,-5.26354229E-03,-1.97108183E-02,-1.76768117E-02,-1.66985523E-02,-2.10832339E-02,
 
 ! The matrix pmes(%1:%2:"EU27")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"EU27"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-2.56942767E-05,-2.88351532E-03, 5.17307268E-03, 1.06215961E-02, 9.67793341E-04, 1.99179907E-04, 1.76954520E-04,-4.47620878E-05, 8.16887943E-04,
 NatRes      , 3.35663324E-03,-1.65938924E-03, 6.32477691E-03, 9.84561909E-03, 2.60713021E-03, 2.00855359E-03, 2.02479912E-03, 1.76246103E-03, 2.70706462E-03,
 
 ! The matrix pmes(%1:%2:"EEFSU")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"EEFSU"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.85122684E-04,-2.53012986E-03, 2.93965684E-03, 4.23269672E-03, 1.19855709E-03, 3.46724322E-04,-6.95226889E-04, 3.70651454E-04, 1.12777750E-03,
 NatRes      , 4.38855449E-03,-9.25695465E-04, 5.91381546E-03, 6.39677187E-03, 3.41132283E-03, 2.74793315E-03, 2.06073420E-03, 2.61005503E-03, 3.64589971E-03,
 
 ! The matrix pmes(%1:%2:"JPN")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"JPN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.47152896E-04,-7.02721998E-04, 6.79985341E-03, 3.34874280E-02, 7.78049580E-04, 3.54171323E-04, 1.89228726E-04,-2.15573280E-04,-6.03201741E-04,
 NatRes      , 3.35668097E-04,-5.27147437E-04, 4.74483520E-03, 1.73844770E-02, 8.37657310E-04, 5.07557124E-04, 3.80789046E-04, 5.17688713E-05,-1.90534687E-04,
 
 ! The matrix pmes(%1:%2:"RoA1")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"RoA1"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-1.87755551E-03,-4.31529013E-03, 3.47429351E-03, 9.53335594E-03, 2.00418360E-03,-6.10316463E-04,-1.06142834E-03,-4.09072323E-04, 1.41660066E-03,
 NatRes      , 6.11952040E-03,-1.98204443E-03, 8.66083801E-03, 1.12991231E-02, 5.52367838E-03, 3.48753040E-03, 3.59186670E-03, 3.47797386E-03, 5.54051623E-03,
 
 ! The matrix pmes(%1:%2:"EEx")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"EEx"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-6.37779478E-04,-1.59650277E-02, 3.87189607E-03, 3.52840708E-03, 1.37908605E-03, 5.30093326E-04,-5.24920935E-04, 1.23097243E-05, 1.20805425E-03,
 NatRes      , 5.42412000E-03,-1.28979357E-02, 7.65615469E-03, 6.16310164E-03, 4.26789094E-03, 3.60670825E-03, 3.03871441E-03, 3.05157364E-03, 4.51516313E-03,
 
 ! The matrix pmes(%1:%2:"CHN")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"CHN"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-2.86664959E-04,-1.01580830E-04, 3.98066081E-03, 5.58052817E-03, 7.19141099E-04, 1.08881904E-04, 4.58052309E-05,-1.49958112E-04, 5.57854888E-04,
 NatRes      , 1.49238319E-03, 3.58455494E-04, 4.03608987E-03, 5.01730526E-03, 1.47429178E-03, 9.99041833E-04, 9.93851456E-04, 7.59646005E-04, 1.45149603E-03,
 
 ! The matrix pmes(%1:%2:"IND")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"IND"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-4.92274703E-04,-3.16358142E-04, 4.43944987E-03, 5.75100118E-03, 7.40764488E-04, 1.82220145E-04, 2.38427037E-06,-2.38848283E-04, 5.14722022E-04,
 NatRes      , 2.30832235E-03, 3.64179810E-04, 5.17592300E-03, 6.03572419E-03, 2.01095454E-03, 1.57597591E-03, 1.52212742E-03, 1.15876424E-03, 2.00654590E-03,
 
 ! The matrix pmes(%1:%2:"ROW")
 !  with %1 in ENDWS_COMM and %2 in PROD_COMM. +++++++++++++++++++++++++++++++
 pmes(ENDWS_COMM:PROD_COMM:"ROW"),Agr            ,Coal           ,Oil            ,Gas            ,Oil_pcts       ,Electricity    ,En_Int_ind     ,Oth_ind_ser    ,CGDS           ,
 land        ,-4.04503575E-04,-3.24448664E-03, 5.73100802E-03, 1.05198175E-02, 1.05169066E-03, 2.81484798E-04,-7.53847198E-05,-1.53342422E-04, 7.20475451E-04,
 NatRes      , 6.34932285E-03,-1.20441371E-03, 9.57747549E-03, 1.24220317E-02, 4.44497354E-03, 3.84514756E-03, 3.84406745E-03, 3.32988868E-03, 4.63768886E-03,
 
 
 ! Variable kb # beginning-of-period capital stock in r #
 ! Variable kb(REG) of size 9
 
 USA         ,  0.0000000    ,
 EU27        ,  0.0000000    ,
 EEFSU       ,  0.0000000    ,
 JPN         ,  0.0000000    ,
 RoA1        ,  0.0000000    ,
 EEx         ,  0.0000000    ,
 CHN         ,  0.0000000    ,
 IND         ,  0.0000000    ,
 ROW         ,  0.0000000    ,
 
 
 ! Variable pcgds # price of investment goods = ps("cgds",r) #
 ! Variable pcgds(REG) of size 9
 
 USA         ,-1.99802220E-04,
 EU27        , 3.54546719E-05,
 EEFSU       , 5.20727946E-04,
 JPN         ,-1.29316759E-04,
 RoA1        , 2.34379113E-04,
 EEx         , 3.94339382E-04,
 CHN         , 3.63183171E-05,
 IND         , 1.74727575E-05,
 ROW         , 7.47350641E-05,
 
 
 ! Variable pms # domestic price for good i supplied from r to region s #
 ! Variable pms(TRAD_COMM:REG:REG) of size 8x9x9
 
 ! (This array is shown as 9 matrices - each of size 8x9.)
 
 ! The matrix pms(%1:%2:"USA") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 pms(TRAD_COMM:REG:"USA"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-2.16898028E-04, 1.19437551E-04, 5.24870062E-04, 4.76577770E-06, 3.25096771E-04, 3.02885164E-04, 2.28810786E-05,-1.05280844E-04, 1.53521003E-04,
 Coal        ,-6.09557480E-02,-3.81824677E-04, 3.04320100E-04,-2.51835067E-04,-1.52179651E-04,-2.75874534E-03, 9.54378047E-05, 2.26031207E-05,-2.24553092E-04,
 Oil         ,-5.89828705E-04, 1.59511005E-03, 1.91153015E-03, 9.64284758E-04, 2.53514363E-03, 2.35763914E-03, 1.00245373E-03, 1.26742746E-03, 2.14783708E-03,
 Gas         , 6.33206917E-03, 9.98621923E-04, 1.36772380E-03,-1.61549237E-04, 3.08694155E-03, 1.61622080E-03, 1.00537715E-03, 3.30683280E-04, 1.48324983E-03,
 Oil_pcts    , 1.12286792E-03, 1.58561079E-03, 1.58900651E-03, 1.77625613E-03, 1.92771642E-03, 1.94776303E-03, 1.17024290E-03, 1.74323283E-03, 1.81765785E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.81622168E-04, 1.59619070E-04, 8.07957433E-04, 1.91201907E-04, 3.85383464E-04, 5.99189661E-04, 1.19351156E-04, 2.40351219E-04, 2.84431328E-04,
 Oth_ind_ser ,-2.42311697E-04, 3.28706701E-05, 6.55676879E-04,-1.37950861E-04, 2.82317371E-04, 4.61984630E-04, 3.74607807E-05,-1.09508937E-06, 8.22482543E-05,
 
 ! The matrix pms(%1:%2:"EU27") with %1 in TRAD_COMM and %2 in REG. ++++++++++
 pms(TRAD_COMM:REG:"EU27"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-2.08966070E-04, 1.23841644E-04, 5.02570707E-04, 6.63291939E-06, 3.49803857E-04, 3.39454971E-04, 2.25714339E-05,-1.02091697E-04, 1.53108675E-04,
 Coal        ,-5.73555008E-02,-2.94832833E-04, 3.03901412E-04,-2.23596682E-04,-1.50355161E-04,-2.74261273E-03, 9.74826471E-05, 2.28174940E-05,-2.08560421E-04,
 Oil         ,-5.77527448E-04, 1.62148045E-03, 1.91150361E-03, 9.65944433E-04, 2.57861544E-03, 2.35889689E-03, 1.03699998E-03, 1.21415802E-03, 2.14983965E-03,
 Gas         , 6.33206870E-03, 9.41935403E-04, 1.33031351E-03,-1.61549237E-04, 3.27218720E-03, 1.61311892E-03, 1.00537715E-03, 3.30683280E-04, 1.51241268E-03,
 Oil_pcts    , 1.05026679E-03, 1.62117381E-03, 1.58686878E-03, 1.76890532E-03, 1.98746938E-03, 1.93494943E-03, 1.17384887E-03, 1.74064643E-03, 1.83165807E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.77707848E-04, 1.60623327E-04, 7.90040998E-04, 1.91483501E-04, 4.00800694E-04, 5.81947679E-04, 1.19695127E-04, 2.39157016E-04, 2.77196290E-04,
 Oth_ind_ser ,-2.40875408E-04, 3.26343506E-05, 6.43507927E-04,-1.36785355E-04, 2.89990567E-04, 4.67966194E-04, 3.73333205E-05,-9.52265964E-07, 8.22554794E-05,
 
 ! The matrix pms(%1:%2:"EEFSU") with %1 in TRAD_COMM and %2 in REG. +++++++++
 pms(TRAD_COMM:REG:"EEFSU"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-1.98680529E-04, 1.17904739E-04, 4.78154223E-04, 4.94052847E-06, 3.04085348E-04, 3.25210363E-04, 2.81970624E-05,-1.03611870E-04, 1.48956897E-04,
 Coal        ,-5.55968918E-02,-3.39879887E-04, 3.01615713E-04,-2.18954694E-04,-1.54493202E-04,-2.75556697E-03, 9.91580746E-05, 2.27172059E-05,-2.11483508E-04,
 Oil         ,-5.65819442E-04, 1.62152795E-03, 1.91148103E-03, 9.64666542E-04, 2.57891975E-03, 2.36286223E-03, 1.00820756E-03, 1.22252142E-03, 2.17212923E-03,
 Gas         , 6.15974562E-03, 9.96839837E-04, 1.29286677E-03,-1.61548058E-04, 3.27241537E-03, 1.70147500E-03, 1.00537471E-03, 3.30682407E-04, 1.56125391E-03,
 Oil_pcts    , 1.05224003E-03, 1.58318970E-03, 1.57422270E-03, 1.74140709E-03, 1.97059265E-03, 1.93812815E-03, 1.11932890E-03, 1.79823360E-03, 1.84879301E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.65471404E-04, 1.56677313E-04, 7.69435719E-04, 1.88638980E-04, 3.93146736E-04, 5.95615420E-04, 1.19087272E-04, 2.44989700E-04, 2.77480489E-04,
 Oth_ind_ser ,-2.36643231E-04, 3.34546530E-05, 6.22040010E-04,-1.38307660E-04, 2.86771654E-04, 4.65748250E-04, 3.74863230E-05,-6.26793735E-07, 8.21440772E-05,
 
 ! The matrix pms(%1:%2:"JPN") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 pms(TRAD_COMM:REG:"JPN"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-1.80252464E-04, 1.20532233E-04, 4.87601152E-04,-3.17032891E-06, 3.28919094E-04, 3.36426980E-04, 2.61436599E-05,-9.83174468E-05, 1.53235509E-04,
 Coal        ,-5.46792112E-02,-3.83598992E-04, 3.12851334E-04,-2.51835067E-04,-1.51136817E-04,-2.75185425E-03, 9.60659163E-05, 2.48942706E-05,-2.10940096E-04,
 Oil         ,-5.89828705E-04, 1.65476080E-03, 1.91168906E-03, 9.99392825E-04, 2.53621978E-03, 2.35755928E-03, 1.00245385E-03, 1.26742746E-03, 2.14971532E-03,
 Gas         , 6.02515740E-03, 9.98621923E-04, 1.36772427E-03,-1.61549237E-04, 3.08586750E-03, 1.60755950E-03, 1.00537715E-03, 3.30683280E-04, 1.48272770E-03,
 Oil_pcts    , 1.01842626E-03, 1.59363437E-03, 1.59060315E-03, 1.87110400E-03, 1.93093449E-03, 1.92958163E-03, 1.15686317E-03, 1.74122408E-03, 1.81570870E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.63725553E-04, 1.59823729E-04, 8.20501009E-04, 1.96711146E-04, 3.57483892E-04, 5.38870809E-04, 1.19935612E-04, 2.36874956E-04, 2.51503661E-04,
 Oth_ind_ser ,-2.36918830E-04, 3.29685463E-05, 6.44890068E-04,-1.42981138E-04, 2.82634195E-04, 4.60188545E-04, 3.73783041E-05,-8.74303169E-07, 8.22878210E-05,
 
 ! The matrix pms(%1:%2:"RoA1") with %1 in TRAD_COMM and %2 in REG. ++++++++++
 pms(TRAD_COMM:REG:"RoA1"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-1.63666511E-04, 1.23534075E-04, 5.18378336E-04, 5.19552486E-06, 3.23317741E-04, 3.35026241E-04, 2.45666070E-05,-1.02759783E-04, 1.55241272E-04,
 Coal        ,-5.34305871E-02,-2.88817479E-04, 3.12700489E-04,-2.22715418E-04,-1.52525667E-04,-2.68450519E-03, 9.75773219E-05, 2.26084394E-05,-2.10260245E-04,
 Oil         ,-5.65153139E-04, 1.59584894E-03, 1.91155553E-03, 9.64669394E-04, 2.53558694E-03, 2.35763239E-03, 1.01273728E-03, 1.22276775E-03, 2.14689714E-03,
 Gas         , 6.00221893E-03, 9.60957841E-04, 1.32080656E-03,-1.61305012E-04, 3.26750218E-03, 1.69646484E-03, 1.00442825E-03, 3.30644427E-04, 1.54261966E-03,
 Oil_pcts    , 1.05567218E-03, 1.61839521E-03, 1.59621006E-03, 1.78592035E-03, 1.94510259E-03, 1.94887468E-03, 1.16030371E-03, 1.74451561E-03, 1.81905995E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.61059060E-04, 1.60573676E-04, 8.19543435E-04, 1.89258528E-04, 3.94999312E-04, 6.07576978E-04, 1.19426149E-04, 2.40446927E-04, 2.86250113E-04,
 Oth_ind_ser ,-2.31355632E-04, 3.27503585E-05, 6.52853807E-04,-1.37098366E-04, 2.83645204E-04, 4.64819546E-04, 3.74991832E-05,-1.10398196E-06, 8.22906586E-05,
 
 ! The matrix pms(%1:%2:"EEx") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 pms(TRAD_COMM:REG:"EEx"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-1.86284582E-04, 1.21258759E-04, 5.12608676E-04, 3.40014094E-06, 3.40997911E-04, 3.39337479E-04, 2.57711163E-05,-9.37097138E-05, 1.54510839E-04,
 Coal        ,-5.52793927E-02,-3.45478562E-04, 3.06281290E-04,-2.14527099E-04,-1.45374710E-04,-2.72095134E-03, 9.61736223E-05, 2.80297681E-05,-2.06643221E-04,
 Oil         ,-5.64543647E-04, 1.59517850E-03, 1.91546697E-03, 9.64662991E-04, 2.53693666E-03, 2.35764962E-03, 1.00246223E-03, 1.22259918E-03, 2.14669621E-03,
 Gas         , 6.00044010E-03, 9.98537871E-04, 1.36770913E-03,-1.61529751E-04, 3.19766952E-03, 1.61009806E-03, 1.00399426E-03, 3.30667157E-04, 1.49325922E-03,
 Oil_pcts    , 1.06514525E-03, 1.58736121E-03, 1.58752303E-03, 1.78315211E-03, 1.96758751E-03, 1.93884643E-03, 1.18345569E-03, 1.74022035E-03, 1.80952833E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.57295469E-04, 1.57062706E-04, 7.81671726E-04, 1.88733684E-04, 3.94036557E-04, 5.94996964E-04, 1.19386859E-04, 2.43284638E-04, 2.80399399E-04,
 Oth_ind_ser ,-2.32579332E-04, 3.30710536E-05, 6.44090585E-04,-1.36707924E-04, 2.85476388E-04, 4.56322683E-04, 3.74100200E-05, 3.21462267E-07, 8.20832138E-05,
 
 ! The matrix pms(%1:%2:"CHN") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 pms(TRAD_COMM:REG:"CHN"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-1.77653870E-04, 1.22812664E-04, 4.93352534E-04, 1.10743531E-06, 3.47960449E-04, 3.22443782E-04, 1.94287259E-05,-1.05047046E-04, 1.52023102E-04,
 Coal        ,-5.75610921E-02,-3.83659179E-04, 3.16424295E-04,-2.23474461E-04,-1.51775661E-04,-2.75280955E-03, 9.95270821E-05, 2.26025331E-05,-2.07384001E-04,
 Oil         ,-5.00945665E-04, 1.59754942E-03, 1.91150873E-03, 9.99392825E-04, 2.53555016E-03, 2.35755090E-03, 1.03905390E-03, 1.26742746E-03, 2.14639539E-03,
 Gas         , 6.33193320E-03, 9.98621923E-04, 1.36772369E-03,-1.61536431E-04, 3.08973133E-03, 1.63048308E-03, 1.00537715E-03, 3.30683280E-04, 1.56115380E-03,
 Oil_pcts    , 1.05584331E-03, 1.58262649E-03, 1.58965529E-03, 1.78164977E-03, 1.93676446E-03, 1.94396509E-03, 1.24561822E-03, 1.77448231E-03, 1.80628314E-03,
 Electricity ,-4.20966838E-03, 2.06070672E-05, 9.02112748E-04, 3.91328533E-04, 1.78165021E-04, 1.19834370E-03, 4.07202970E-05, 9.04379995E-05, 4.62281430E-04,
 En_Int_ind  ,-2.53590930E-04, 1.57470757E-04, 7.68598169E-04, 1.88697726E-04, 3.71010450E-04, 5.76147053E-04, 1.24009894E-04, 2.34199309E-04, 2.68142030E-04,
