 
 
 ! The solution file is: SaveSims\iecoal1
 
 ! Variable psave # price of savings in region r #
 ! Variable psave(REG) of size 9
 
 USA         ,-2.53228092E-04,
 EU27        ,-1.79713388E-05,
 EEFSU       , 4.67301637E-04,
 JPN         ,-1.82742690E-04,
 RoA1        , 1.80952979E-04,
 EEx         , 3.40913131E-04,
 CHN         ,-1.71076936E-05,
 IND         ,-3.59532460E-05,
 ROW         , 2.13090316E-05,
 
 
 ! Variable qsave # regional demand for NET savings #
 ! Variable qsave(REG) of size 9
 
 USA         ,-2.57573789E-04,
 EU27        ,-3.94423159E-06,
 EEFSU       , 7.01109180E-04,
 JPN         ,-7.17233779E-05,
 RoA1        , 2.85016693E-04,
 EEx         , 6.84262137E-04,
 CHN         ,-1.20459163E-05,
 IND         ,-9.65940053E-05,
 ROW         , 6.48808418E-05,
 
 
 ! Variable pgd # price of domestic i in government consumption in s #
 ! Variable pgd(TRAD_COMM:REG) of size 8x9
 
 pgd(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 
 ! The matrix tms(%1:%2:"EU27") with %1 in TRAD_COMM and %2 in REG. ++++++++++
 tms(TRAD_COMM:REG:"EU27"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"EEFSU") with %1 in TRAD_COMM and %2 in REG. +++++++++
 tms(TRAD_COMM:REG:"EEFSU"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"JPN") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 tms(TRAD_COMM:REG:"JPN"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"RoA1") with %1 in TRAD_COMM and %2 in REG. ++++++++++
 tms(TRAD_COMM:REG:"RoA1"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"EEx") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 tms(TRAD_COMM:REG:"EEx"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"CHN") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 tms(TRAD_COMM:REG:"CHN"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"IND") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 tms(TRAD_COMM:REG:"IND"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 ! The matrix tms(%1:%2:"ROW") with %1 in TRAD_COMM and %2 in REG. +++++++++++
 tms(TRAD_COMM:REG:"ROW"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Coal        ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Gas         ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oil_pcts    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Electricity ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 En_Int_ind  ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 Oth_ind_ser ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,
 
 
 ! Variable pr # ratio of domestic to imported prices in r #
 ! Variable pr(TRAD_COMM:REG) of size 8x9
 
 pr(TRAD_COMM:REG),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         ,-4.55176982E-04,-1.96111505E-05, 3.24131601E-04,-6.13859011E-05, 3.38566198E-04, 2.80675624E-04,-1.24332422E-04,-3.50891176E-04, 7.65727309E-05,
 Coal        ,-5.84028885E-02, 7.33031891E-03, 3.89059354E-03, 4.38715681E-04, 4.20283414E-02, 4.34855092E-03, 2.19932362E-03, 1.37832540E-03, 3.46390484E-03,
 Oil         ,-2.91091017E-03,-5.02769952E-04, 2.66178631E-05,-1.32685516E-03, 4.36473696E-04, 1.47403975E-04,-1.18636095E-03,-1.02914742E-03,-5.36125845E-05,
 Gas         , 3.57967638E-03,-8.40990222E-04, 6.75512129E-05,-2.04374990E-03,-6.88256521E-04,-1.02442142E-03,-1.38574559E-03,-1.30729016E-03,-6.77425414E-05,
 Oil_pcts    ,-6.50253030E-04, 3.24292887E-05, 1.30376298E-04, 1.13978604E-04, 5.41548186E-04, 4.49703657E-04,-5.36317122E-04, 1.13647839E-05, 2.52544763E-04,
 Electricity ,-4.42569237E-03,-8.34608290E-05, 5.61366964E-04, 7.45762838E-04, 9.77194868E-04, 9.02567001E-04,-1.63440782E-04, 3.56339820E-04, 2.32514081E-04,
 En_Int_ind  ,-5.73238125E-04,-3.13510136E-05, 4.85144235E-04,-2.91698107E-05, 3.10335454E-04, 4.40720789E-04,-1.02392558E-04,-1.90204100E-05, 6.40589860E-05,
 Oth_ind_ser ,-3.75535194E-04,-1.66278041E-05, 5.55034203E-04,-1.88781472E-04, 3.15914018E-04, 4.51657921E-04,-5.08800258E-06,-5.97405378E-05, 4.76197965E-05,
 
 
 ! Variable qtmfsd # international usage margin m on i from r to s #
 ! Variable qtmfsd(MARG_COMM:TRAD_COMM:REG:REG) of size 1x8x9x9
 
 
 ! Showing this as an array of size 8x9x9
 ! (This array is shown as 9 matrices - each of size 8x9.)
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"USA")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"USA"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 1.26862305E-03,-3.30938550E-04,-2.25907378E-03, 2.14419750E-04,-1.30900787E-03,-1.20337459E-03, 1.28266402E-04, 7.37785071E-04,-4.93032567E-04,
 Coal        ,-0.28323805    ,-0.65112513    ,-0.65528327    ,-0.65191299    ,-0.65251684    ,-0.63671911    ,-0.65401751    ,-0.65357614    ,-0.65207821    ,
 Oil         , 5.05129695E-02, 2.77808253E-02, 2.44892556E-02, 3.43433619E-02, 1.80024430E-02, 1.98487975E-02, 3.39462757E-02, 3.11896820E-02, 2.20311470E-02,
 Gas         ,-1.09057771E-02, 0.15082742    , 0.13962594    , 0.18604459    , 8.74683931E-02, 0.13208534    , 0.15062240    , 0.17110123    , 0.13612024    ,
 Oil_pcts    , 2.85083707E-02, 2.65643429E-02, 2.65500788E-02, 2.57634353E-02, 2.51271538E-02, 2.50429399E-02, 2.83093434E-02, 2.59021670E-02, 2.55895071E-02,
 Electricity , 1.33860037E-02,-1.03043988E-02,-1.52401766E-02,-1.23801995E-02,-1.11866258E-02,-1.68987885E-02,-1.04170218E-02,-1.06954100E-02,-1.27774831E-02,
 En_Int_ind  , 1.63724262E-03,-1.16863020E-03,-5.29127708E-03,-1.36946363E-03,-2.60424078E-03,-3.96378851E-03,-9.12568707E-04,-1.68199954E-03,-1.96230039E-03,
 Oth_ind_ser , 3.73878545E-04,-1.39500282E-03,-5.39828883E-03,-2.96960614E-04,-2.99842353E-03,-4.15328937E-03,-1.42450805E-03,-1.17667182E-03,-1.71239988E-03,
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"EU27")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"EU27"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 1.59095949E-03, 8.17082400E-06,-1.79297710E-03, 5.65596274E-04,-1.06645818E-03,-1.01724081E-03, 4.89795173E-04, 1.08267623E-03,-1.31017907E-04,
 Coal        , 0.31667730    ,-3.19884121E-02,-3.56394500E-02,-3.24228071E-02,-3.28694321E-02,-1.70604307E-02,-3.43807377E-02,-3.39254364E-02,-3.25144976E-02,
 Oil         , 2.76156794E-02, 4.74242307E-03, 1.72613561E-03, 1.15604615E-02,-5.21154888E-03,-2.92662485E-03, 1.08214077E-02, 8.97880271E-03,-7.52516673E-04,
 Gas         ,-0.13950269    , 2.37406958E-02, 1.19692311E-02, 5.71943484E-02,-4.68661375E-02, 3.39849270E-03, 2.18177214E-02, 4.22702171E-02, 6.45040860E-03,
 Oil_pcts    , 1.39759702E-03,-1.00018538E-03,-8.56106228E-04,-1.62064016E-03,-2.53857137E-03,-2.31799716E-03, 8.78551742E-04,-1.50195556E-03,-1.88418909E-03,
 Electricity , 2.42838878E-02, 5.90905198E-04,-4.34541097E-03,-1.48512132E-03,-2.91421165E-04,-6.00420125E-03, 4.78270580E-04, 1.99850721E-04,-1.88245042E-03,
 En_Int_ind  , 2.89001130E-03, 1.02608494E-04,-3.89977987E-03,-9.36317956E-05,-1.42467057E-03,-2.57656025E-03, 3.62872233E-04,-3.96787480E-04,-6.38678321E-04,
 Oth_ind_ser , 1.71220163E-03,-4.59517796E-05,-3.97259137E-03, 1.04309397E-03,-1.70023576E-03,-2.84424331E-03,-7.61570191E-05, 1.69945575E-04,-3.64918553E-04,
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"EEFSU")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"EEFSU"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 2.66720611E-03, 1.16155238E-03,-5.51731617E-04, 1.69879769E-03, 2.76105246E-04, 1.75638503E-04, 1.58819207E-03, 2.21506436E-03, 1.01387221E-03,
 Coal        , 0.32831487    ,-9.38454457E-03,-1.32972235E-02,-1.01221176E-02,-1.05152922E-02, 5.35104098E-03,-1.20623903E-02,-1.15961563E-02,-1.01676872E-02,
 Oil         , 2.63632294E-02, 3.61152692E-03, 5.96001628E-04, 1.04432767E-02,-6.34500198E-03,-4.09817975E-03, 9.99040715E-03, 7.76136946E-03,-2.11466174E-03,
 Gas         ,-0.14742692    , 8.91702995E-03,-5.41140944E-05, 4.40302454E-02,-6.00234158E-02,-1.24357175E-02, 8.65835883E-03, 2.91081406E-02,-8.18693731E-03,
 Oil_pcts    , 1.23082788E-03,-9.99133335E-04,-9.61473037E-04,-1.66362710E-03,-2.62616668E-03,-2.48982245E-03, 9.49055073E-04,-1.90228981E-03,-2.11463077E-03,
 Electricity , 2.67812610E-02, 3.08768521E-03,-1.84875424E-03, 1.01160689E-03, 2.20533856E-03,-3.50758643E-03, 2.97504803E-03, 2.69662123E-03, 6.14269171E-04,
 En_Int_ind  , 4.38489253E-03, 1.70035486E-03,-2.19616340E-03, 1.49710698E-03, 1.96627356E-04,-1.09086081E-03, 1.93939486E-03, 1.13876699E-03, 9.32155934E-04,
 Oth_ind_ser , 3.39384470E-03, 1.65759376E-03,-2.12584599E-03, 2.76171695E-03, 2.92463010E-05,-1.12121436E-03, 1.63167762E-03, 1.87667529E-03, 1.34461082E-03,
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"JPN")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"JPN"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 9.43309569E-04,-4.87173762E-04,-2.23286054E-03, 1.01132537E-04,-1.47821335E-03,-1.51391886E-03,-3.82797043E-05, 5.53637336E-04,-6.42703788E-04,
 Coal        , 0.32976189    ,-2.07509426E-03,-6.32326445E-03,-2.87883729E-03,-3.49307805E-03, 1.23722153E-02,-5.00095077E-03,-4.56682499E-03,-3.12828901E-03,
 Oil         , 2.92053949E-02, 5.85769722E-03, 3.18556838E-03, 1.26740644E-02,-3.30939889E-03,-1.45141769E-03, 1.26422262E-02, 9.88622103E-03, 7.10092951E-04,
 Gas         ,-0.12742001    , 2.48218477E-02, 1.36344722E-02, 5.99946976E-02,-3.84249240E-02, 6.36582216E-03, 2.46170815E-02, 4.50701565E-02, 1.01490011E-02,
 Oil_pcts    , 2.02021515E-03,-3.95645504E-04,-3.82914674E-04,-1.56098872E-03,-1.81226619E-03,-1.80658489E-03, 1.43877673E-03,-1.01550878E-03,-1.32833514E-03,
 Electricity , 2.38293577E-02, 1.36481598E-04,-4.79981303E-03,-1.93953561E-03,-7.45839265E-04,-6.45859586E-03, 2.38474659E-05,-2.54571176E-04,-2.33686180E-03,
 En_Int_ind  , 2.94423639E-03, 2.50830868E-04,-3.95033415E-03, 1.62629694E-05,-1.00608729E-03,-2.15950771E-03, 5.04481024E-04,-2.39138797E-04,-3.32162541E-04,
 Oth_ind_ser , 1.20775192E-03,-5.27108088E-04,-4.46046423E-03, 6.03908149E-04,-2.13194988E-03,-3.27324495E-03,-5.55454113E-04,-3.09565105E-04,-8.44132854E-04,
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"RoA1")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"RoA1"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 1.39186392E-03, 2.59782064E-05,-1.85180898E-03, 5.88777009E-04,-9.24151798E-04,-9.79834585E-04, 4.96650930E-04, 1.10219815E-03,-1.24815488E-04,
 Coal        , 0.18186025    ,-0.14245535    ,-0.14611933    ,-0.14285801    ,-0.14328556    ,-0.12786122    ,-0.14480898    ,-0.14435236    ,-0.14293389    ,
 Oil         , 3.18596177E-02, 9.38068237E-03, 6.09713513E-03, 1.59456935E-02,-3.92835151E-04, 1.45785708E-03, 1.54457176E-02, 1.32611105E-02, 3.64950905E-03,
 Gas         ,-6.86710030E-02, 8.41070265E-02, 7.31936619E-02, 0.11815060    , 1.41761657E-02, 6.18020929E-02, 8.27886090E-02, 0.10322594    , 6.64671659E-02,
 Oil_pcts    , 1.54387509E-03,-8.19539593E-04,-7.26363854E-04,-1.52312417E-03,-2.19166302E-03,-2.20750552E-03, 1.10442296E-03,-1.34922867E-03,-1.66230462E-03,
 Electricity , 2.19773743E-02,-1.71506219E-03,-6.65126508E-03,-3.79104097E-03,-2.59736693E-03,-8.31001718E-03,-1.82769448E-03,-2.10610777E-03,-4.18835925E-03,
 En_Int_ind  , 2.20373506E-03,-4.77462978E-04,-4.66773938E-03,-6.59867830E-04,-1.96815911E-03,-3.31990328E-03,-2.15805616E-04,-9.85374441E-04,-1.27663359E-03,
 Oth_ind_ser , 1.99491903E-03, 2.97208753E-04,-3.68877221E-03, 1.38901628E-03,-1.31554739E-03,-2.48012086E-03, 2.66682968E-04, 5.14827319E-04,-2.12395917E-05,
 
 ! The matrix qtmfsd(MARG_COMM:%1:%2:"EEx")
 !  with %1 in TRAD_COMM and %2 in REG. ++++++++++++++++++++++++++++++++++++++
 qtmfsd(MARG_COMM:TRAD_COMM:REG:"EEx"),USA            ,EU27           ,EEFSU          ,JPN            ,RoA1           ,EEx            ,CHN            ,IND            ,ROW            ,
 Agr         , 1.74835359E-03, 2.85715796E-04,-1.57545856E-03, 8.46233685E-04,-7.59320450E-04,-7.51423766E-04, 7.39840383E-04, 1.30807632E-03, 1.27574589E-04,
 Coal        , 0.30199018    ,-3.36493850E-02,-3.76236998E-02,-3.44479159E-02,-3.48696038E-02,-1.91626344E-02,-3.63425203E-02,-3.59269939E-02,-3.44959870E-02,
 Oil         , 3.05392388E-02, 8.07391200E-03, 4.74275649E-03, 1.46319317E-02,-1.72048132E-03, 1.44042409E-04, 1.42387683E-02, 1.19490689E-02, 2.33793538E-03,
 Gas         ,-0.10838055    , 4.31435518E-02, 3.19520384E-02, 7.83197135E-02,-2.35045813E-02, 2.46046595E-02, 4.29781377E-02, 6.33935109E-02, 2.81462576E-02,
 Oil_pcts    , 1.88603508E-03,-3.07260139E-04,-3.07940849E-04,-1.12956227E-03,-1.90416211E-03,-1.78345537E-03, 1.38912862E-03,-9.49253212E-04,-1.24033762E-03,
 Electricity , 2.74429247E-02, 3.74919060E-03,-1.18728180E-03, 1.67309830E-03, 2.86683789E-03,-2.84612505E-03, 3.63655225E-03, 3.35812382E-03, 1.27575779E-03,
